Day,Open,High,Low,Close,Volume,Market Cap
09/05/2025,163.6024,175.1614,161.0352,172.0824,18217665482,87097147594
08/05/2025,147.2961,163.2273,147.2052,163.12,12175315794,80380748144
07/05/2025,146.8586,149.1013,144.9699,147.0442,8206319949,76122719816
06/05/2025,146.4092,147.404,142.0013,146.7526,10428137182,74873337742
05/05/2025,144.283,147.8207,143.0677,147.8001,5780594866,75462848621
04/05/2025,146.8325,147.4157,144.0413,144.3267,4409000285,75667662626
03/05/2025,148.0914,148.7316,145.9099,146.7452,5617900979,76477817374
02/05/2025,150.9022,151.5818,147.4284,147.891,7629834224,77520414278
01/05/2025,147.6963,153.4829,147.6963,150.6068,8564628935,77838402831
30/04/2025,146.3586,148.1724,140.9307,147.6363,7548327321,75584837006
29/04/2025,147.7175,150.0379,145.462,146.6269,8060869766,76688592751
28/04/2025,147.8628,153.1167,145.1815,148.0292,7726827467,76961597592
27/04/2025,149.2215,150.191,145.7971,148.3635,5472277706,76810364122
26/04/2025,151.5097,153.0242,148.0565,149.358,8482119828,77650465820
25/04/2025,152.3708,155.8753,150.2647,151.0407,10511333074,78991122067
24/04/2025,151.1676,152.6867,145.7637,152.2231,10513504780,77309046004
23/04/2025,149.2421,153.6585,147.4615,150.9771,13273295880,78016513271
22/04/2025,136.5942,149.7352,135.7043,148.7055,10455356539,73403698326
21/04/2025,137.7435,142.5099,134.5691,136.6036,8885666717,71687590401
20/04/2025,139.5322,141.8265,135.8292,137.6357,6648858143,71569575925
19/04/2025,134.0915,140.0351,133.6797,139.8041,6436602685,71481506730
18/04/2025,134.5699,135.5462,132.5576,134.0763,7745368973,69286654707
17/04/2025,131.4001,135.7821,129.7905,134.7833,11102627891,68787748496
16/04/2025,126.3597,133.3478,123.7452,131.6287,9108312455,65816296796
15/04/2025,128.9825,134.307,126.2759,126.2759,8789084140,67195578323
14/04/2025,128.3936,135.6234,128.3936,129.3963,10954032072,67925232086
13/04/2025,132.4574,133.3794,125.8449,128.5081,10035610982,67015699267
12/04/2025,121.2447,133.6692,119.7486,132.2192,9484678772,65241442756
11/04/2025,112.7245,122.4868,112.2283,121.7404,9536704971,60929511305
10/04/2025,118.9582,118.9582,108.8521,112.948,13743890627,58688842426
09/04/2025,105.1304,120.2088,101.4294,118.9653,13871636447,56289286264
08/04/2025,107.122,112.1263,103.5266,105.5511,15539307160,55739248453
07/04/2025,105.8018,109.9932,96.0924,107.0479,17348069304,53692492388
06/04/2025,120.3542,120.8892,104.2522,105.9277,5136152229,59458891207
05/04/2025,122.4408,122.6682,117.281,120.1904,8505389985,61718417073
04/04/2025,117.2895,123.7948,113.6874,122.8445,10143249857,60887257600
03/04/2025,116.5428,120.7391,112.6915,117.1505,13487842768,59972341717
02/04/2025,126.6791,134.5911,118.1846,118.1846,7903698992,64379432983
01/04/2025,124.8846,129.6923,124.2156,126.786,7503067778,64560478925
31/03/2025,125.0465,127.4858,123.518,124.8566,6410602403,63875275317
30/03/2025,125.0912,127.1653,123.7879,124.7832,5181335435,64048190032
29/03/2025,129.871,130.6135,123.9225,125.1945,6821621726,64519503088
28/03/2025,138.2128,138.9662,128.5853,129.7178,7590523710,67280325095
27/03/2025,137.4714,139.8721,136.3151,138.4278,7649725695,70524665383
26/03/2025,143.6631,145.4272,136.4007,137.3198,8231404233,72047944824
25/03/2025,140.7363,146.7103,138.5593,144.0399,8955478421,72533939459
24/03/2025,132.5765,144.6289,132.4035,140.842,7844259151,71300200492
23/03/2025,128.4065,133.72,128.4065,132.3368,3759466112,66818797098
22/03/2025,128.549,131.4546,128.0159,128.5506,5108551338,65833708202
21/03/2025,127.8245,130.0595,125.229,128.5673,5446463948,64973597062
20/03/2025,135.9399,135.9571,127.4126,127.7546,7873862605,66797302580
19/03/2025,125.3883,135.7812,124.5734,135.7812,6266201400,65635849338
18/03/2025,127.9352,128.0259,122.3956,125.4862,6436271767,63341542775
17/03/2025,126.6736,130.559,126.3685,128.4084,6670263422,65422616736
16/03/2025,135.7657,136.244,125.8924,126.3401,5205705829,66909925158
15/03/2025,133.5914,136.0642,132.6773,135.7183,6926030175,68320010568
14/03/2025,123.3884,135.5226,123.351,133.4363,6767858138,65417843938
13/03/2025,126.9818,127.8123,121.2782,123.4067,8018916855,63347627929
12/03/2025,125.4176,130.0673,121.5595,126.7989,9908138582,63556294937
11/03/2025,119.5499,128.3609,113.9466,125.5904,13802739118,62848589146
10/03/2025,127.4621,130.967,116.1908,118.9577,10385049342,63383007466
09/03/2025,137.1372,140.0139,126.322,126.8112,5284711490,68349588197
08/03/2025,139.612,141.0669,135.8717,137.2389,9887854561,70429971417
07/03/2025,144.1384,149.2945,135.8076,139.5528,11750366103,72149696249
06/03/2025,148.8702,152.7608,143.2477,143.7633,10060046570,71956496261
05/03/2025,145.6466,150.6797,142.7066,148.4179,15196637088,71039543220
04/03/2025,144.2961,147.6505,132.2632,146.4064,20550510363,68084632355
03/03/2025,176.7608,177.1455,142.6561,145.1101,27440920243,78233009001
02/03/2025,144.2431,178.7846,140.4958,178.5638,12689600034,74800063693
01/03/2025,147.5186,150.358,139.0053,143.6939,13321156447,69554254497
28/02/2025,137.8304,148.2523,126.5592,148.1942,15202652283,66886448156
27/02/2025,135.7485,142.3161,135.3823,137.8283,12429744167,67500927317
26/02/2025,144.7159,145.1706,131.2822,134.9138,14418169089,67618232582
25/02/2025,142.9612,146.6991,133.6174,144.3606,22807396666,68305304944
24/02/2025,169.1603,170.1637,140.6335,141.9352,10565137199,76412219102
23/02/2025,173.1409,173.6536,167.5141,168.8597,6264825609,82902026192
22/02/2025,168.8795,175.0801,168.8795,173.0457,12754789826,84217220310
21/02/2025,176.7099,180.8287,167.8116,169.7407,15459512070,85085827352
20/02/2025,169.5231,176.767,168.708,176.374,15257148086,84333308404
19/02/2025,169.7562,174.6181,164.3018,169.7476,24105664891,82674852983
18/02/2025,177.9558,179.3252,161.9698,169.3435,23578353267,82661684099
17/02/2025,189.1291,190.0776,175.6726,178.4239,11621438477,89242839569
16/02/2025,195.0927,196.3055,187.4451,188.5604,7014989904,93673555201
15/02/2025,199.7859,200.4901,193.3487,195.0163,13941457926,95417835255
14/02/2025,195.0739,205.3902,195.0454,200.1288,17089405482,96885926912
13/02/2025,196.8804,198.6125,189.6444,195.0693,21574909720,94471708165
12/02/2025,198.4514,199.1424,190.1709,196.7874,17002730591,95123309514
11/02/2025,200.4335,207.9954,195.7892,198.7205,17425496531,97964671405
10/02/2025,202.2518,209.1766,197.2928,200.4185,17727064163,98849200072
09/02/2025,200.1546,207.5876,194.846,201.0578,12145434488,98136504587
08/02/2025,192.0556,200.9144,190.8412,200.1755,15724760809,94792597439
07/02/2025,190.7505,203.4847,188.7472,192.6067,19732364578,94985299561
06/02/2025,196.7097,204.1724,188.6523,189.6696,22345443625,96072584192
05/02/2025,206.3612,208.8891,195.9136,196.8961,43095508538,99006534073
04/02/2025,217.4466,219.8562,203.2282,207.5071,49688344191,1.02717E+11
03/02/2025,202.928,218.908,181.9733,216.5849,75629442742,98252651605
02/02/2025,213.5132,219.4498,197.1478,203.3448,29695647107,1.02258E+11
01/02/2025,231.5545,234.3951,213.9515,214.7863,23972633082,1.1063E+11
31/01/2025,239.0591,241.7289,228.6869,232.0212,25268282615,1.14898E+11
30/01/2025,229.0844,244.5371,227.4874,239.6524,31380052733,1.16635E+11
29/01/2025,227.5902,238.6796,223.7566,228.3738,36020262892,1.12557E+11
28/01/2025,237.462,244.3392,225.5775,227.8156,59297175073,1.14898E+11
27/01/2025,241.3704,242.6101,222.2902,235.5256,73646695208,1.12706E+11
26/01/2025,256.4475,260.161,241.9217,241.9217,21718192970,1.24435E+11
25/01/2025,253.5503,260.9343,246.8692,257.3998,32525415177,1.23128E+11
24/01/2025,254.6516,269.9349,248.0006,253.7339,53168258946,1.26746E+11
23/01/2025,258.5282,258.5282,243.2749,254.333,75921707639,1.21382E+11
22/01/2025,250.2514,270.7443,249.3402,256.5093,51792792565,1.24915E+11
21/01/2025,241.9069,260.4016,232.6029,250.6036,69200560652,1.17623E+11
20/01/2025,249.7306,272.4999,233.4467,242.4846,94667228264,1.21663E+11
19/01/2025,259.6929,295.4022,239.9254,252.1453,1.09329E+11,1.30481E+11
18/01/2025,219.7809,267.3515,217.7438,262.6223,71324745631,1.16661E+11
17/01/2025,212.2204,223.0513,210.0452,220.0239,28069992697,1.04939E+11
16/01/2025,205.8119,216.9696,199.0973,211.2978,22864090112,1.00506E+11
15/01/2025,188.0418,205.8907,186.4046,205.5923,25826170324,93785419036
14/01/2025,183.0022,190.0774,182.3791,187.9755,20597598800,90354477022
13/01/2025,189.0394,191.684,172.7149,183.2762,14748425171,87816983010
12/01/2025,188.2366,191.1816,185.6913,188.4827,10582479236,91035590992
11/01/2025,188.3974,191.9344,184.9432,188.2657,12400839996,90658584363
10/01/2025,186.0779,193.3137,184.0683,188.147,16099562655,91670237595
09/01/2025,197.6028,198.9821,182.7271,185.3646,15926349945,92486023153
08/01/2025,202.4545,203.4705,189.5839,198.2206,18722636100,95437963066
07/01/2025,218.3914,219.1047,202.7322,202.7322,17621637666,1.02686E+11
06/01/2025,213.778,222.895,211.7739,218.5371,15294914084,1.04868E+11
05/01/2025,216.8669,218.8531,211.89,213.8733,12186017396,1.03732E+11
04/01/2025,217.3175,218.1484,214.0096,216.6984,18206337668,1.04227E+11
03/01/2025,208.1983,219.6964,205.8235,217.5451,15057006184,1.01977E+11
02/01/2025,194.773,209.3825,194.0124,208.2152,14677139314,98376048849
01/01/2025,190.2363,195.3376,189.0274,194.316,19362355967,91851815981
31/12/2024,191.3787,198.6493,186.2447,190.3328,19179141847,92381214149
30/12/2024,189.487,196.3965,186.3907,191.1632,12039172675,92023195654
29/12/2024,195.2156,197.0625,188.8007,189.9956,13509310076,93046446504
28/12/2024,184.6614,195.8467,184.6545,195.4619,13737812060,90601117918
27/12/2024,189.0437,194.1462,182.9417,184.4914,14727297190,90378845572
26/12/2024,197.996,199.0128,187.3204,188.5203,14211041136,91900472288
25/12/2024,197.0929,201.8193,195.8851,197.6678,25973397178,95221831240
24/12/2024,190.1585,198.8178,186.6611,197.9229,23504493073,92691024907
23/12/2024,180.1081,192.9978,177.3117,190.2467,12211761884,88504962589
22/12/2024,180.6624,187.8749,177.399,180.3171,10847949219,87584650684
21/12/2024,194.7572,201.5359,179.2754,181.2821,15043073265,91057603946
20/12/2024,193.8547,199.3906,176.6606,194.3411,19780249239,91206618271
19/12/2024,206.6689,212.0831,188.3074,194.9287,15393143908,97892881586
18/12/2024,223.8199,225.4288,205.0867,205.8479,13042233137,1.02796E+11
17/12/2024,215.9089,228.6258,212.3465,222.6928,11385720030,1.05045E+11
16/12/2024,224.0257,226.9955,213.8957,216.3121,8919353628,1.04547E+11
15/12/2024,220.051,225.0034,216.0531,224.8351,6508228480,1.04755E+11
14/12/2024,224.5499,227.2359,215.7114,219.8687,6879559119,1.06101E+11
13/12/2024,227.145,228.2032,221.2268,224.6771,9275102025,1.07059E+11
12/12/2024,227.0302,233.7888,225.9363,227.1529,10361600239,1.09502E+11
11/12/2024,214.4135,230.3681,212.0489,227.0686,14761871850,1.06457E+11
10/12/2024,215.1635,220.4533,203.9903,213.6833,19848741139,1.02098E+11
09/12/2024,237.086,237.086,209.6302,217.7587,9622047077,1.08174E+11
08/12/2024,238.5061,241.4888,233.6945,237.6248,8227525418,1.12897E+11
07/12/2024,237.1477,243.2877,234.6935,238.6934,9709883603,1.13538E+11
06/12/2024,235.361,245.7251,231.3579,236.7539,17286689808,1.13334E+11
05/12/2024,229.3469,244.3575,223.918,236.4866,16253124297,1.12117E+11
04/12/2024,235.3633,240.2632,225.2161,229.2846,16017850420,1.11333E+11
03/12/2024,225.9391,239.1181,215.0571,234.2756,14090402725,1.07813E+11
02/12/2024,236.862,237.5642,220.6603,225.8883,11409177196,1.08007E+11
01/12/2024,238.1414,239.5989,234.552,237.3375,7236057514,1.12659E+11
30/11/2024,242.9158,245.0635,237.8809,237.8809,8262704810,1.14578E+11
29/11/2024,237.6705,246.6964,236.736,243.3766,8459534789,1.14699E+11
28/11/2024,241.2292,244.9659,233.334,237.703,10450607196,1.12918E+11
27/11/2024,230.6776,243.0549,228.855,242.3569,12270926217,1.11944E+11
26/11/2024,234.9866,239.6342,223.4846,231.2845,14730943394,1.10382E+11
25/11/2024,252.0686,255.8874,232.325,235.135,11702939841,1.1746E+11
24/11/2024,254.8283,259.4786,242.6667,252.9534,12013832338,1.19766E+11
23/11/2024,256.3031,263.2203,253.013,254.7199,13913491931,1.22148E+11
22/11/2024,256.5317,263.5837,252.1145,256.0369,20269343363,1.22099E+11
21/11/2024,235.73,258.745,229.862,256.993,18064553758,1.1657E+11
20/11/2024,237.7457,242.1633,230.877,235.6254,14922668947,1.11964E+11
19/11/2024,239.6217,246.6906,234.549,238.1925,16167843608,1.14119E+11
18/11/2024,237.9345,248.3204,234.7584,239.9513,18258613446,1.13684E+11
17/11/2024,216.3937,240.9446,212.7386,237.4463,17040020875,1.09581E+11
16/11/2024,218.4184,221.7016,213.8677,216.2249,12279097105,1.02857E+11
15/11/2024,210.3748,220.7018,204.7541,219.356,14901550773,1.00107E+11
14/11/2024,215.7212,223.8544,206.9851,208.9224,21479569802,1.02017E+11
13/11/2024,212.6816,220.2972,201.618,215.5019,21242503481,99341443938
12/11/2024,220.2472,224.8609,205.8358,212.6797,22784714745,1.00988E+11
11/11/2024,211.0126,223.8753,204.4941,223.0202,19128995228,1.00494E+11
10/11/2024,199.0191,214.7578,199.0191,210.4065,11909158525,96674413057
09/11/2024,199.3781,203.0709,195.8181,200.195,9574949319,93588487150
08/11/2024,197.0053,204.6877,195.9785,199.768,12200019749,93679146950
07/11/2024,186.3477,197.6994,186.0256,196.2393,13140875349,89354649564
06/11/2024,166.9126,189.5842,166.6366,187.0858,17261447245,86387266534
05/11/2024,158.4576,169.1747,157.1647,166.6493,7086903499,76476654136
04/11/2024,162.7475,164.9167,155.3722,157.5993,6561187749,75788952754
03/11/2024,165.7761,166.1035,158.0677,163.2092,5387560725,76171461975
02/11/2024,166.5364,168.4852,162.7608,165.7707,5927155254,77704566411
01/11/2024,168.8457,173.8038,164.3402,166.3071,7194934261,78377818886
31/10/2024,175.2426,176.3373,167.7253,168.7002,6442570628,80971862859
30/10/2024,179.2592,181.1576,173.4684,175.2285,7983668811,82956817420
29/10/2024,177.961,183.0631,176.9874,179.4965,8927749552,84419747612
28/10/2024,175.8916,179.3865,172.6954,177.9982,6718295673,82282058925
27/10/2024,170.0263,177.2359,169.7629,175.9437,5496412878,81454881744
26/10/2024,163.9886,172.2514,162.7996,170.092,10543377827,78796628012
25/10/2024,176.3043,176.7765,160.2054,163.9984,8238984160,80488689845
24/10/2024,170.5289,178.0952,170.2071,176.459,9132646940,81651739926
23/10/2024,167.4846,173.343,164.3324,170.8069,7581436094,78378227229
22/10/2024,166.6988,170.2542,163.7364,167.243,8357030438,78322879703
21/10/2024,167.2635,170.3108,161.549,166.8507,8636969165,78194833914
20/10/2024,159.254,167.4672,157.2605,166.3634,4475831612,74831759583
19/10/2024,154.7061,159.322,153.7938,159.2263,3693125341,72724429175
18/10/2024,150.4995,156.0805,149.6726,154.7067,4790576038,71949210977
17/10/2024,154.7022,155.3752,147.8277,150.3774,5153298097,71179546307
16/10/2024,154.8602,157.5311,153.037,154.1884,9512788263,72425301421
15/10/2024,157.2811,158.5542,150.8935,154.6473,14730063046,72571277399
14/10/2024,147.7921,157.7232,147.08,157.4492,11597404329,71828415927
13/10/2024,146.6672,148.6923,144.8548,147.6435,6799111372,68696515278
12/10/2024,145.7969,147.3801,144.8788,146.7572,8225001373,68585590502
11/10/2024,139.0135,146.3709,138.8052,145.2752,9313600426,66975656698
10/10/2024,139.1972,140.6343,135.6978,138.9025,8695752301,65047627360
09/10/2024,143.6727,145.0663,139.0203,139.4563,8118672126,66664433602
08/10/2024,144.4584,145.4842,141.5309,143.5315,11119992954,67382393503
07/10/2024,146.5359,151.6958,143.7296,144.3332,10045425620,69420254839
06/10/2024,142.3183,146.7371,142.1688,146.4429,5785987092,67648999027
05/10/2024,143.5484,145.0089,141.2084,142.8138,8822774071,67154453916
04/10/2024,137.2388,144.3761,136.2027,143.3076,12056303864,65970934913
03/10/2024,140.1271,142.9557,133.6263,137.0227,14202262955,64870389425
02/10/2024,145.1701,148.8471,139.3226,140.5839,16932152911,68117611456
01/10/2024,152.7364,157.4306,143.3584,145.5382,13173858930,71363959914
30/09/2024,158.2484,159.6471,152.238,152.7089,12326387757,73217546280
29/09/2024,157.2108,161.6007,155.314,158.7142,8169691747,73895393295
28/09/2024,158.0267,159.2365,155.5303,157.1135,11796750501,73769603284
27/09/2024,155.4038,161.0347,154.192,157.8371,16389897297,73793317548
26/09/2024,148.4479,157.8629,147.0675,155.4636,12275836366,71597343407
25/09/2024,152.4824,153.6684,147.5499,148.2415,13936169854,70660718478
24/09/2024,144.8763,153.5449,143.4635,152.7931,12299087364,68904789570
23/09/2024,144.2653,148.8533,142.8644,145.0503,11589511920,67839336655
22/09/2024,149.6926,149.8135,141.486,144.8907,7804139826,68276895045
21/09/2024,146.4294,149.7453,144.8057,149.7453,11735181202,68993064924
20/09/2024,143.1919,151.8494,141.4079,146.3906,16306285720,69052077165
19/09/2024,134.8436,143.9162,134.772,142.7809,14525660905,65650189374
18/09/2024,131.7568,133.4222,127.5352,133.4222,9191185324,61113983027
17/09/2024,131.7376,134.966,130.6534,131.7137,5639454037,61955584182
16/09/2024,131.9355,132.4189,129.4513,131.7346,4414070811,61362180878
15/09/2024,137.4828,137.9541,131.3322,131.7586,2646104253,63452634818
14/09/2024,139.2008,139.7204,136.2222,137.3621,4249581745,64456045467
13/09/2024,135.9646,139.6589,132.3026,138.8588,4078298470,63394261152
12/09/2024,132.6113,136.4452,132.6113,136.2078,5149750285,63129994237
11/09/2024,135.6728,135.8337,128.6536,132.6514,5424002821,61926918112
10/09/2024,134.8211,137.6128,132.8117,135.7368,5762108740,63054527230
09/09/2024,130.1822,136.1615,127.353,135.0363,4957224153,61144165987
08/09/2024,127.7359,131.5456,126.9704,130.1587,3428274510,60283899177
07/09/2024,125.3159,129.3416,124.4842,127.8168,7231369941,59374102700
06/09/2024,129.6617,134.1638,121.4977,125.1225,6348420663,60023587291
05/09/2024,133.734,135.0775,128.3333,129.513,5655599653,61553640932
04/09/2024,127.936,134.808,123.8271,133.7999,6515704823,60920672244
03/09/2024,135.2414,137.189,127.8576,127.8576,5095315481,62067890862
02/09/2024,129.1255,135.4336,127.6848,135.1216,6443570371,61369671616
01/09/2024,135.4699,136.0889,128.604,128.9975,3648350616,62018379401
31/08/2024,138.2648,139.1214,134.8282,135.609,4937627132,63868872151
30/08/2024,140.2184,141.2249,132.8715,138.3856,6076071856,62101462786
29/08/2024,144.3028,147.3682,138.6215,140.2354,6457900137,64655080558
28/08/2024,146.7075,148.8278,141.2511,144.1979,7667586395,65497991469
27/08/2024,157.702,159.6933,145.6714,147.1069,6329428474,69837599439
26/08/2024,159.8063,161.8296,156.341,157.1642,5664026108,71466957152
25/08/2024,160.4861,162.0386,155.5757,158.9597,5906936653,71355338148
24/08/2024,153.4701,162.171,152.2278,160.6653,6974269499,70694275312
23/08/2024,143.3919,153.8112,143.3919,153.0356,4187190140,65841422857
22/08/2024,143.0406,144.8482,141.2862,143.3728,4754798695,64300541841
21/08/2024,142.92,144.1737,139.6516,142.6936,4760377215,63983773585
20/08/2024,144.3402,148.705,141.9748,142.6647,5655747196,65260131191
19/08/2024,142.4165,146.0313,141.0615,144.6059,5071076725,64362791627
18/08/2024,141.9431,147.2093,141.2264,142.9031,4049334280,64723231895
17/08/2024,139.1671,142.2299,138.1557,141.8499,5569666894,63035924703
16/08/2024,142.8106,144.9444,136.6761,139.4401,8075992922,63614567660
15/08/2024,144.1473,147.3316,138.422,143.0188,6759332349,64443568141
14/08/2024,146.5885,151.6299,143.0787,144.2358,6314737386,65552748795
13/08/2024,146.6025,149.5289,143.417,146.9417,7591934933,65735217105
12/08/2024,142.262,150.9032,142.262,146.7517,8130032553,65410920061
11/08/2024,154.1543,157.8928,141.6732,142.0042,4419224923,68144184942
10/08/2024,155.7939,158.2771,153.2878,154.091,6579557500,69507345255
09/08/2024,162.7062,163.1252,151.3544,156.6049,10482948117,70282526827
08/08/2024,145.2473,163.2566,141.9775,163.2566,13248759591,69905871503
07/08/2024,144.2231,155.1388,143.1166,145.1712,13245146947,67185736630
06/08/2024,131.053,149.6276,131.053,144.2009,20025513725,64059669485
05/08/2024,139.1117,139.1117,110.8635,130.3811,23777922445,56769048043
04/08/2024,142.7747,146.1418,132.376,137.9824,8602714486,63740108369
03/08/2024,153.5237,154.0935,140.7755,143.5252,9891988152,66930975609
02/08/2024,168.0082,169.1586,150.7567,152.9542,9929616642,72017161206
01/08/2024,172.5748,172.8867,158.5284,167.9781,8630496636,75243727906
31/07/2024,179.1171,184.1306,172.0812,172.0812,6545574382,80958551082
30/07/2024,182.6937,184.0326,176.0584,179.2581,7786665040,81280979278
29/07/2024,184.9975,193.9042,182.5448,182.7568,7101863960,85052074433
28/07/2024,183.4116,186.6413,181.5818,185.0145,7294286153,82941738180
27/07/2024,182.9473,188.1765,179.1563,184.7889,6278536400,82804427251
26/07/2024,172.0877,183.6325,172.0877,183.2362,8029474889,80521501040
25/07/2024,178.2662,179.5728,166.2218,171.808,9067568844,76767722520
24/07/2024,173.7915,182.4413,171.4662,178.0713,7131407887,79435003990
23/07/2024,179.1941,180.734,171.7852,173.4445,6863883958,79057129961
22/07/2024,184.62,184.62,177.3344,179.1587,7924558305,81107190896
21/07/2024,173.9155,184.9717,171.4545,184.5372,5006688701,78769595906
20/07/2024,169.3035,174.9322,167.747,174.1268,6175307483,76701628559
19/07/2024,159.1207,171.0702,156.5995,169.131,6705596496,74070435508
18/07/2024,156.0881,161.5352,155.69,159.2435,5088614241,71274218242
17/07/2024,160.831,163.6863,155.1441,155.5558,6120555803,71856019216
16/07/2024,160.0214,162.589,153.1933,160.8805,6588105231,71103396292
15/07/2024,148.0763,160.0152,147.4613,160.0152,5000468984,69016691140
14/07/2024,142.4694,148.7,142.4694,148.2231,4125556455,65394063161
13/07/2024,139.3229,143.4019,138.4405,141.8935,3418708233,62863157491
12/07/2024,136.2442,140.606,134.5061,139.7016,5444345972,61720739527
11/07/2024,142.0645,145.531,136.2484,136.3409,4521715394,63242942616
10/07/2024,141.5399,145.5988,139.4312,142.3293,5218736258,63977792645
09/07/2024,139.3861,144.0866,137.2038,141.8511,7265899401,63592688750
08/07/2024,132.2517,141.5706,128.9573,139.589,7071324664,61405289878
07/07/2024,143.0442,143.0442,132.1506,132.1506,4608597307,62410019229
06/07/2024,133.9883,144.097,132.8183,143.2052,6876911497,62487945573
05/07/2024,127.2111,136.0464,122.1742,134.4233,10212304580,58497554291
04/07/2024,141.3783,142.5448,127.9644,127.9644,7251633023,60640059942
03/07/2024,154.143,154.3776,139.7768,141.0036,6123175131,65296404537
02/07/2024,146.5609,154.8503,146.3073,153.8582,4234276298,67274727777
01/07/2024,146.4152,148.7223,145.994,146.6008,4247688870,66307118900
30/06/2024,140.15,147.2654,137.3445,146.7118,2947251793,63728425211
29/06/2024,140.1574,142.9143,139.8513,140.0167,4097886971,63679229646
28/06/2024,149.536,150.3308,139.4547,139.9626,6355018359,64780272081
27/06/2024,136.7728,150.3496,135.5991,149.4845,4637165295,63999833464
26/06/2024,136.5488,139.836,135.0822,136.6218,4255742166,61645535422
25/06/2024,132.4006,139.5541,131.4285,136.6596,6582644450,61335595390
24/06/2024,128.5299,132.3634,123.6409,132.2844,4953771941,57310852223
23/06/2024,133.9093,135.2424,128.5047,128.7902,1893147180,59849364348
22/06/2024,134.5338,136.612,133.2946,133.7432,3790160542,60486808921
21/06/2024,133.84,135.3494,129.2263,134.7014,4653695912,59531787797
20/06/2024,135.1723,140.7053,132.5232,133.633,4796050251,60860457960
19/06/2024,137.8197,142.0139,134.8172,135.3871,6040323219,62076509163
18/06/2024,143.4901,143.4901,130.9823,137.5585,7231049177,61226493811
17/06/2024,151.3453,151.605,140.3282,143.382,3783287426,65360992458
16/06/2024,145.2648,151.0519,143.2997,151.0519,2189576153,65706999614
15/06/2024,143.2414,145.658,143.2231,145.3827,3855265324,64928387880
14/06/2024,147.8874,149.0087,140.1824,143.0864,4323341965,65509567835
13/06/2024,154.7473,154.9749,146.4414,147.28,5539350031,67585875709
12/06/2024,149.4568,161.4772,145.9629,155.1416,5685238302,69128365263
11/06/2024,159.1487,159.6495,146.0602,149.4633,4744027298,68601445944
10/06/2024,162.0955,162.9948,157.4078,158.9193,2872908947,71991667050
09/06/2024,158.0616,162.9034,156.9389,162.0652,2880961731,71943677506
08/06/2024,163.0927,164.365,157.6033,158.342,5204829355,72493457369
07/06/2024,170.4043,173.3324,157.4425,163.3037,4202125079,75851021471
06/06/2024,173.7782,174.4069,168.2025,170.4532,3408966477,77512530887
05/06/2024,172.0729,174.8471,171.3583,173.8305,4399170129,77869482900
04/06/2024,165.7008,171.8699,164.5198,171.8699,3629719627,75079992390
03/06/2024,163.1187,168.459,161.9529,165.0679,3634239564,74148108340
02/06/2024,166.2096,167.0255,161.6098,163.3499,2270918814,74080102471
01/06/2024,165.9936,167.8498,165.7777,166.12,3174236646,75066343614
31/05/2024,166.7098,170.4229,164.0535,165.8972,4502958698,74933278502
30/05/2024,168.709,171.9739,163.7914,167.1141,4953547878,75513075337
29/05/2024,168.9308,173.5832,167.4538,168.2762,5404494044,76266528008
28/05/2024,169.8597,172.6519,165.2353,168.9671,5436839187,75716286843
27/05/2024,163.5099,171.9475,163.5099,169.7766,4375583749,75337087480
26/05/2024,168.2117,168.216,161.4411,163.479,3520550846,73920309541
25/05/2024,167.5602,170.248,166.3416,168.4592,4557844169,75642817479
24/05/2024,175.5439,175.684,163.5165,167.8937,8492368882,75594099424
23/05/2024,177.2966,180.2515,168.0011,176.0346,6699687909,78778723610
22/05/2024,178.2513,182.5086,175.8324,176.9453,6583162035,80516845938
21/05/2024,185.9284,188.349,174.8422,178.1388,8868578392,81103618520
20/05/2024,170.3645,187.1558,168.273,186.3061,6153724181,79973092287
19/05/2024,172.4283,175.1619,166.8102,170.2025,4051142525,77010059448
18/05/2024,169.4007,175.9914,169.2184,172.6085,5131218759,77577491610
17/05/2024,159.4632,171.2799,159.4632,169.4858,6194902869,74736640857
16/05/2024,158.7798,164.2453,156.9553,159.1803,7123687093,72209767453
15/05/2024,142.3634,158.5516,141.6189,158.1809,4943437559,66653860158
14/05/2024,147.2124,148.9396,142.0652,142.1246,5044092508,65192482469
13/05/2024,143.9827,150.0654,138.2707,147.2406,4326537461,65032245591
12/05/2024,145.7461,147.5651,143.4169,143.7203,2373714563,65202450645
11/05/2024,146.5288,147.4857,143.4779,145.2238,4541212602,65165036903
10/05/2024,152.1553,155.438,145.1478,146.4338,5288021081,67664692819
09/05/2024,142.2416,153.0267,140.9925,152.684,5094362781,65269675152
08/05/2024,148.5819,149.8411,140.502,142.6117,5358276600,65538673885
07/05/2024,153.7514,159.1003,148.2417,148.2417,6554100299,69131794366
06/05/2024,146.229,156.5093,145.758,152.9624,4595609507,67849516224
05/05/2024,146.3556,147.9937,143.8005,145.9042,3432309616,65286826073
04/05/2024,143.963,148.8989,142.7311,146.3169,5079411038,65256343600
03/05/2024,137.9501,144.7928,136.3911,143.7629,6332723997,62957548869
02/05/2024,134.868,140.4028,128.6687,138.0045,8249474771,60375756272
01/05/2024,126.8742,134.9606,119.8007,134.726,7600549686,56347639712
30/04/2024,137.3719,139.7223,122.0543,127.0707,5736261405,58445902150
29/04/2024,138.3652,138.9604,133.8763,137.75,3975862007,60804150602
